Tiempo de ensamblaje(s)     Tiempo en calcular(s)     Tamaño matriz 
0.0014464000000771193   0.13541609999992943   500 
0.0021848000000090906   0.23386310000000776   750 
0.002526500000044507   0.3183782000000974   1000 
0.00272630000006302   0.6914311000000453   1800 
0.0020994000000200685   1.144582000000014   2500 
0.0014486999999689942   0.015765600000008817   2 
0.0016517999999905442   0.0014650000000528962   3 
0.0011757999999417734   0.002360599999974511   5 
0.001165600000035738   0.003396500000008018   7 
0.0012024999999766806   0.0036757000000307016   10 
0.0013087000000950866   0.003494799999998577   12 
0.0012303999999403459   0.004000400000109039   15 
0.0012890000000425061   0.005464600000095743   20 
0.0012036000000534841   0.0074432000000115295   30 
0.0011980000000448854   0.01025460000005296   40 
0.0012255999999979394   0.012372799999980089   50 
0.0017512000000579064   0.01644870000006904   70 
0.0022801000000072236   0.023488199999974313   100 
0.0015667999999777749   0.03571169999997892   150 
0.0019557000000531843   0.05318339999996624   200 
0.001345099999980448   0.0826080000000502   300 
0.00244339999994736   0.13444810000009966   500 
0.0025849000001016975   0.22875269999997272   750 
0.0025276000000076237   0.3352807999999641   1000 
0.002549599999952079   0.7190425000000005   1800 
0.0029784999999264983   1.1565345000000207   2500 
0.0016155999999227788   0.015488500000060412   2 
0.0014283000000432367   0.0019348999999238004   3 
0.001203800000098454   0.00248470000008183   5 
0.0011728000000630345   0.0030076000000462955   7 
0.0011334000000715605   0.002782599999932245   10 
0.001458299999967494   0.004002399999990303   12 
0.0012748999999985244   0.004703500000005079   15 
0.0012008999999579828   0.005361999999990985   20 
0.0012305999999853157   0.007561499999951593   30 
0.0012308000000302854   0.010407100000065839   40 
0.0011994000000186134   0.012522999999987405   50 
0.0012064999999665815   0.017089800000007926   70 
0.0015223999999989246   0.023281600000018443   100 
0.001589699999954064   0.03681949999997869   150 
0.0013113999999632142   0.050885399999970105   200 
0.00136249999991378   0.08092250000004242   300 
0.002081800000041767   0.13927620000004026   500 
0.0015137999999979002   0.2228542999999945   750 
0.001830600000062077   0.34142239999994217   1000 
0.0021596000000272397   0.6850800000000845   1800 
0.0026622999999972308   1.1307553999999982   2500 
0.0015677000000096086   0.01611790000004021   2 
0.0014485000000377113   0.0016802000000097905   3 
0.0012239999999792417   0.002897100000041064   5 
0.0011514000000261149   0.0021068999999442894   7 
0.001306399999975838   0.002813999999943917   10 
0.0015656000000490167   0.005552400000055968   12 
0.0019525999999814303   0.007523600000013175   15 
0.0019204999999828942   0.008498099999997066   20 
0.0036206999999421896   0.013450800000100571   30 
0.0012557999999671665   0.01218349999999191   40 
0.0012276999999585314   0.012496700000042438   50 
0.0011878999999908046   0.016957299999944553   70 
0.0012044000000059896   0.028521300000079464   100 
0.0014218999999684456   0.03559059999997771   150 
0.0020633000000316315   0.050166900000022   200 
0.0013337999999976091   0.08102389999999104   300 
0.0018443999999817606   0.13525479999998424   500 
0.0014815999999200358   0.2198808000000554   750 
0.001898299999993469   0.3269616000000042   1000 
0.0019095000000106666   0.6863693999999896   1800 
0.0028352000000495536   1.1474438999999848   2500 
0.0015766000000212443   0.017327300000033574   2 
0.0016418999999814332   0.0030758000000332686   3 
0.0015515999999706764   0.0031589999999823704   5 
0.0012193999999681182   0.002134400000045389   7 
0.0011891999999988911   0.0030960000000277432   10 
0.0013023000000202956   0.0033892999999807216   12 
0.0012335000000121   0.004008800000065094   15 
0.001790000000028158   0.00651909999999134   20 
0.0011984999999867796   0.008067200000027697   30 
0.0016339999999672727   0.010036600000034923   40 
0.0016246999999793843   0.012411000000042804   50 
0.0018080999999483538   0.019625599999926635   70 
0.001968599999941034   0.024794100000008257   100 
0.0019413999999642328   0.04982310000002599   150 
0.002093600000080187   0.07096899999999096   200 
0.0025426000000834392   0.08837979999998424   300 
0.0020997999999963213   0.13599810000005164   500 
0.002764699999943332   0.21298779999995077   750 
0.0015362999999979365   0.3260682000000088   1000 
0.0023228000000017346   0.7099684000000934   1800 
0.0029872999999724925   2.7447674999999663   2500 
0.00475979999998799   0.056822200000056   2 
0.005281699999954981   0.008049000000028173   3 
0.0049592000000302505   0.006762700000081168   5 
0.0041588000000274405   0.007856200000105673   7 
0.004724399999986417   0.013673600000061015   10 
0.004518099999927472   0.012220699999943463   12 
0.0044079000000465385   0.015590599999995902   15 
0.00564940000003844   0.023049700000001394   20 
0.004693900000006579   0.030827700000031655   30 
0.004435800000010204   0.045188899999971   40 
0.004554800000050818   0.0600889999999481   50 
0.004632499999956963   0.06546259999993254   70 
0.0012109999998983767   0.02403079999999136   100 
0.001552899999978763   0.035933300000010604   150 
0.0014290999999957421   0.04935149999994337   200 
0.0016157000000021071   0.08731320000003961   300 
0.0022590999999465566   0.15454399999998714   500 
0.0019122999999581225   0.21738670000002003   750 
0.0016256999999768595   0.30736639999997806   1000 
0.0016640999999708583   0.7049722000000429   1800 
0.0026772999999593594   1.1542173000000275   2500 
0.001966700000025412   0.015562700000032237   2 
0.0014212999999472231   0.0018261999999822365   3 
0.0013400999999930718   0.0024339000000281885   5 
0.0011709000000337255   0.0020789000000149827   7 
0.0017534999999497813   0.0030046999999058244   10 
0.0011495999999624473   0.004224700000008852   12 
0.0011769999999842184   0.0039033000000472384   15 
0.0011494000000311644   0.0053186999999752516   20 
0.001304800000070827   0.00801709999996092   30 
0.0020329000000174346   0.009716899999943962   40 
0.0013262000001077467   0.01254149999999754   50 
0.0013721000000259664   0.017518799999947987   70 
0.0023878999999169537   0.029717800000071293   100 
0.0012841000000207714   0.03932020000002012   150 
0.0016217999999526   0.05231370000001334   200 
0.0013840999999956694   0.10083440000005339   300 
0.001705800000081581   0.14104669999994712   500 
0.0016690999999582345   0.2474303000000191   750 
0.0025400000000672662   0.3131083000000672   1000 
0.0017142000000376356   2.6307901999999785   1800 
0.0018354000000044834   1.1129958999999872   2500 
