Tiempo de calculo(s)   Tamaño matriz 
0.012491200002841651     2 
3.8700003642588854e-05     3 
3.609999839682132e-05     5 
2.849999873433262e-05     7 
3.409999771974981e-05     10 
3.6100005672778934e-05     12 
4.099999932805076e-05     15 
5.409999721450731e-05     20 
7.509999704780057e-05     30 
8.97999998414889e-05     40 
0.00039370000013150275     50 
0.00037010000232839957     70 
0.0003327000013086945     100 
0.00042579999717418104     150 
0.0009618000040063635     200 
0.0007075000030454248     300 
0.0014560000054189004     500 
0.002115299997967668     750 
0.003923399999621324     1000 
0.02002129999891622     1800 
0.02013470000383677     2500 
0.029899100001784973     4000 
0.013087300001643598     2 
3.869999636663124e-05     3 
2.8400005248840898e-05     5 
3.2800002372823656e-05     7 
3.94000016967766e-05     10 
4.189999890513718e-05     12 
4.7599998652003706e-05     15 
6.969999958528206e-05     20 
8.760000491747633e-05     30 
0.00022419999731937423     40 
0.00023530000180471689     50 
0.000276099999609869     70 
0.0003285999991931021     100 
0.0004195000001345761     150 
0.0009583999999449588     200 
0.0009550000031595118     300 
0.00577789999806555     500 
0.0024723999958951026     750 
0.0047231999997165985     1000 
0.015662600002542604     1800 
0.01468629999726545     2500 
0.09527240000170423     4000 
0.014186000000336207     2 
4.3799998820759356e-05     3 
3.579999611247331e-05     5 
3.650000144261867e-05     7 
4.1300001612398773e-05     10 
4.649999755201861e-05     12 
5.2100003813393414e-05     15 
6.570000550709665e-05     20 
8.430000161752105e-05     30 
0.00010589999874355271     40 
0.00013059999764664099     50 
0.0001731000011204742     70 
0.00023979999969014898     100 
0.00033570000232430175     150 
0.0004453000001376495     200 
0.0007918999981484376     300 
0.0018258999989484437     500 
0.0024611000044387765     750 
0.00601230000029318     1000 
0.018253999995067716     1800 
0.01194029999896884     2500 
0.04222989999834681     4000 
0.012689499999396503     2 
4.6200002543628216e-05     3 
3.1299998227041215e-05     5 
3.54999938281253e-05     7 
4.150000313529745e-05     10 
0.00011610000365180895     12 
5.9799996961373836e-05     15 
6.600000051548705e-05     20 
9.549999958835542e-05     30 
0.00011099999392172322     40 
0.00012599999899975955     50 
0.00017240000306628644     70 
0.0002528000040911138     100 
0.0003702000030898489     150 
0.0006130999972810969     200 
0.0009716999993543141     300 
0.001671699996222742     500 
0.0053296999976737425     750 
0.005157599996891804     1000 
0.011140100003103726     1800 
0.0640410999985761     2500 
0.07677390000026207     4000 
0.04165079999802401     2 
0.00019389999943086877     3 
0.0001047000041580759     5 
0.00011810000432888046     7 
0.00012369999603834003     10 
0.00013770000077784061     12 
0.00017859999934444204     15 
0.0002553999947849661     20 
0.0007748999996692874     30 
0.0008482999983243644     40 
0.00086600000213366     50 
0.0010019999972428195     70 
0.0012053999962517992     100 
0.001560199998493772     150 
0.0022682999988319352     200 
0.0027036000028601848     300 
0.004908599999907892     500 
0.01480230000015581     750 
0.010861599999770988     1000 
0.008421099999395665     1800 
0.024212899996200576     2500 
0.039167300004919525     4000 
0.04368850000173552     2 
0.00010930000280495733     3 
0.00011029999586753547     5 
0.00011480000102892518     7 
0.00013129999570082873     10 
0.00014260000170907006     12 
0.0001638999965507537     15 
0.0002029999959631823     20 
0.0002710999979171902     30 
0.0003423000016482547     40 
0.00045509999472415075     50 
0.0009992999985115603     70 
0.0011987999969278462     100 
0.0016710999989300035     150 
0.0019639000020106323     200 
0.003071200000704266     300 
0.005126999996718951     500 
0.008874099999957252     750 
0.011227999995753635     1000 
0.027277900000626687     1800 
0.018715500002144836     2500 
0.03371500000503147     4000 
0.014678100000310224     2 
4.53000029665418e-05     3 
3.809999907389283e-05     5 
4.2800005758181214e-05     7 
4.990000161342323e-05     10 
8.040000102482736e-05     12 
9.560000034980476e-05     15 
0.00014929999451851472     20 
0.00029099999665049836     30 
0.0002629000009619631     40 
0.0004410999972606078     50 
0.0007073000015225261     70 
0.0004560000015771948     100 
0.0005281000048853457     150 
0.0011009999943780713     200 
0.0008945000008679926     300 
0.0018878999981097877     500 
0.002950299996882677     750 
0.011856999997689854     1000 
0.015181500006292481     1800 
0.022541300000739284     2500 
0.030429099999309983     4000 
0.015317799996410031     2 
4.919999628327787e-05     3 
3.4500000765547156e-05     5 
3.8899997889529914e-05     7 
4.5400003727991134e-05     10 
5.0499998906161636e-05     12 
5.7199998991563916e-05     15 
7.080000068526715e-05     20 
9.469999349676073e-05     30 
0.00011630000517470762     40 
0.00013810000382363796     50 
0.00018730000010691583     70 
0.00025889999960782006     100 
0.00037180000072112307     150 
0.0004965000043739565     200 
0.0008442000034847297     300 
0.002007300005061552     500 
0.005632399996102322     750 
0.007127100005163811     1000 
0.01031689999945229     1800 
0.013781800000288058     2500 
0.02580090000265045     4000 
0.01520170000003418     2 
4.350000381236896e-05     3 
3.429999924264848e-05     5 
0.00010439999459777027     7 
5.310000415192917e-05     10 
5.390000296756625e-05     12 
6.130000110715628e-05     15 
8.009999874047935e-05     20 
0.00010409999958937988     30 
0.00013000000035390258     40 
0.00015600000187987462     50 
0.00021019999985583127     70 
0.00030079999851295725     100 
0.0005132999940542504     150 
0.0005488999959197827     200 
0.0009518999941064976     300 
0.0019011000040336512     500 
0.0026464999973541126     750 
0.00501559999975143     1000 
0.01738399999885587     1800 
0.04750700000295183     2500 
0.021584400004940107     4000 
0.019864800000505056     2 
4.5599997974932194e-05     3 
3.440000000409782e-05     5 
3.7999998312443495e-05     7 
4.4399996113497764e-05     10 
9.73999995039776e-05     12 
0.0001097999993362464     15 
0.00015519999578827992     20 
0.0001886000027297996     30 
0.00023330000112764537     40 
0.0002733000001171604     50 
0.0009194000012939796     70 
0.0008444000050076284     100 
0.0011258000013185665     150 
0.0007919000054243952     200 
0.0011394999964977615     300 
0.004281800000171643     500 
0.0061740000019199215     750 
0.009812399999646004     1000 
0.03912619999755407     1800 
0.030375099995580968     2500 
0.04212969999935012     4000 
