Tiempo de calculo(s)   Tamaño matriz 
0.052371799996763     2 
0.0001616000008652918     3 
0.00015950000670272857     5 
0.0001253000009455718     7 
0.00013809999654768035     10 
0.00021769999875687063     12 
0.00029969999741297215     15 
0.0012724999978672713     20 
0.0007851999980630353     30 
0.0008193000030587427     40 
0.0004230999984429218     50 
0.00200869999389397     70 
0.0012109999952372164     100 
0.0021123000042280182     150 
0.0019036000012420118     200 
0.006211500003701076     300 
0.00965120000182651     500 
0.021814699997776188     750 
0.039274499999010004     1000 
0.011407300000428222     1800 
0.09097450000263052     2500 
0.05052020000584889     4000 
0.041027999999641906     2 
7.370000093942508e-05     3 
6.009999924572185e-05     5 
6.940000457689166e-05     7 
5.499999679159373e-05     10 
7.089999417075887e-05     12 
7.719999848632142e-05     15 
8.779999916441739e-05     20 
0.0002663999985088594     30 
0.0001348999940091744     40 
0.00016080000204965472     50 
0.0003723999980138615     70 
0.00045200000022305176     100 
0.0005880000026081689     150 
0.0007189999960246496     200 
0.0015826000017113984     300 
0.0026636000038706698     500 
0.004530700003670063     750 
0.015682099998230115     1000 
0.016968500000075437     1800 
0.02113409999583382     2500 
0.08658559999457793     4000 
0.042789899998751935     2 
8.150000212481245e-05     3 
5.329999839887023e-05     5 
0.00010840000322787091     7 
0.0001688999982434325     10 
8.450000314041972e-05     12 
0.00013329999637790024     15 
0.00010099999781232327     20 
0.00012759999663103372     30 
0.00021079999714856967     40 
0.00020869999571004882     50 
0.00042329999996582046     70 
0.0007828000016161241     100 
0.0012072000026819296     150 
0.0006876000043121167     200 
0.002661999998963438     300 
0.008674199998495169     500 
0.006073500000638887     750 
0.01721720000205096     1000 
0.057957199998782016     1800 
0.027861800001119263     2500 
0.06518180000421125     4000 
0.03765739999653306     2 
4.579999949783087e-05     3 
3.619999915827066e-05     5 
3.9999998989515007e-05     7 
4.539999645203352e-05     10 
5.370000144466758e-05     12 
7.77000022935681e-05     15 
8.749999688006938e-05     20 
0.00010870000551221892     30 
0.00028139999631093815     40 
0.0006041000015102327     50 
0.0005686000004061498     70 
0.0004533000028459355     100 
0.00053190000471659     150 
0.000763700001698453     200 
0.0014349000048241578     300 
0.0025481999982730485     500 
0.004835500003537163     750 
0.010855200001969934     1000 
0.014338400003907736     1800 
0.021942500003206078     2500 
0.03879509999387665     4000 
0.02690419999998994     2 
5.3099996875971556e-05     3 
4.2800005758181214e-05     5 
5.0499998906161636e-05     7 
5.869999586138874e-05     10 
6.469999789260328e-05     12 
9.359999967273325e-05     15 
0.00010589999874355271     20 
0.00011689999519148842     30 
0.00033830000029411167     40 
0.0003663000024971552     50 
0.0004222999996272847     70 
0.0007986999989952892     100 
0.0007067999977152795     150 
0.0007473000005120412     200 
0.0013498999978764914     300 
0.0022298000039882027     500 
0.006245099997613579     750 
0.006918899998709094     1000 
0.012991299998247996     1800 
0.028766600000381004     2500 
0.033034600004612     4000 
0.03851589999976568     2 
7.219999679364264e-05     3 
7.059999916236848e-05     5 
4.930000432068482e-05     7 
0.0001486000037402846     10 
8.299999899463728e-05     12 
0.0002571000004536472     15 
0.00026190000062342733     20 
0.00028059999749530107     30 
0.0003088000012212433     40 
0.0003299999953014776     50 
0.0008643999972264282     70 
0.0008572000006097369     100 
0.0005553000009967946     150 
0.0006894000034662895     200 
0.003056100002140738     300 
0.004932399999233894     500 
0.009310200002801139     750 
0.013319700003194157     1000 
0.013968699997349177     1800 
0.02563920000102371     2500 
0.04757470000186004     4000 
0.019686799998453353     2 
5.5800002883188426e-05     3 
4.610000178217888e-05     5 
5.5500000598840415e-05     7 
6.0500002291519195e-05     10 
7.019999611657113e-05     12 
7.94000006862916e-05     15 
8.939999679569155e-05     20 
0.00012350000179139897     30 
0.00015929999790387228     40 
0.00018350000027567148     50 
0.00024329999723704532     70 
0.00031670000316808     100 
0.0005023999983677641     150 
0.0007550000009359792     200 
0.0011468000011518598     300 
0.002138200004992541     500 
0.005950500002654735     750 
0.0076402000049711205     1000 
0.02070590000221273     1800 
0.022500100007164292     2500 
0.04844690000027185     4000 
0.03634440000314498     2 
0.00011110000195913017     3 
9.389999468112364e-05     5 
0.00010739999561337754     7 
0.00011879999510711059     10 
0.0005952999999863096     12 
0.00016370000230381265     15 
0.0006406999964383431     20 
0.00026950000028591603     30 
0.0008449000015389174     40 
0.000414699999964796     50 
0.0018474000025889836     70 
0.0012425999957486056     100 
0.002286000002641231     150 
0.0020623000018531457     200 
0.0038894000026630238     300 
0.005658099995343946     500 
0.012903099996037781     750 
0.029768100001092535     1000 
0.011807599999883678     1800 
0.056787099994835444     2500 
0.036690000000817236     4000 
0.04305999999633059     2 
0.0001323000033153221     3 
0.00018519999866839498     5 
0.00011950000043725595     7 
0.00013530000433092937     10 
0.00016589999722782522     12 
0.00017349999689031392     15 
0.00020710000535473228     20 
0.00028110000130254775     30 
0.0003412000005482696     40 
0.0004084000029251911     50 
0.0010125999979209155     70 
0.0007669999977224506     100 
0.002614200006064493     150 
0.0029741000034846365     200 
0.0063365000023623     300 
0.010594100000162143     500 
0.020479899998463225     750 
0.0457475999937742     1000 
0.011009100002411287     1800 
0.10974580000038259     2500 
0.04930969999986701     4000 
0.02631410000321921     2 
5.950000195298344e-05     3 
4.220000118948519e-05     5 
7.390000246232376e-05     7 
0.00011299999459879473     10 
0.00011960000119870529     12 
8.820000221021473e-05     15 
9.88000028883107e-05     20 
0.0002899000028264709     30 
0.0003130999975837767     40 
0.0003342000054544769     50 
0.00038219999987632036     70 
0.0004571000026771799     100 
0.0005945000011706725     150 
0.001447900001949165     200 
0.001331799998297356     300 
0.0025703999999677762     500 
0.004923500004224479     750 
0.009670200000982732     1000 
0.012856699999247212     1800 
0.025345000001834705     2500 
0.05093889999989187     4000 
