Tiempo de ensamblaje(s)     Tiempo en calcular(s)     Tamaño matriz 
0.08529920000000857   0.0018318999973416794   2 
0.005133200000273064   0.0018167000016546808   3 
0.005348800001229392   0.015156800000113435   5 
0.004860500001086621   0.0014581999967049342   7 
0.005499700000655139   0.0015338999983214308   10 
0.005123599999933504   0.0014130000017757993   12 
0.004156099999818252   0.0014306000011856668   15 
0.004080099999555387   0.00148550000085379   20 
0.006296200001088437   0.0018588999992061872   30 
0.0057608999995864   0.0006686999986413866   40 
0.001661700000113342   0.00038950000089243986   50 
0.0019996999981231056   0.00033239999902434647   70 
0.0016918000001169275   0.00021809999816468917   100 
0.00378419999833568   0.0002195999986724928   150 
0.0032586000015726313   0.0004917000005661976   200 
0.004645299999538111   0.00021470000137924217   300 
0.015554099998553284   0.0004088000023330096   500 
0.03869669999767211   0.00044999999954598024   750 
0.06767719999697874   0.0006196000031195581   1000 
0.16579830000046059   0.000343700001394609   1800 
0.3052285000012489   0.0004215000008116476   2500 
0.8409997000017029   0.0010591999998723622   4000 
0.039059299997461494   0.0001812999980757013   2 
0.0008917999984987546   0.00018149999959859997   3 
0.0008309000004373956   0.00018979999731527641   5 
0.0005811999981233384   0.00017320000188192353   7 
0.0011070000000472646   0.0001779000012902543   10 
0.0010478000003786292   0.00016529999993508682   12 
0.0012638000007427763   0.00036130000080447644   15 
0.001186599998618476   0.00017880000086734071   20 
0.0019773999993049074   0.00029999999969732016   30 
0.0020941000002494548   0.00044780000098398887   40 
0.0017368000007991213   0.0004459000010683667   50 
0.0025724999977683183   0.00042410000241943635   70 
0.003117500000371365   0.00020429999858606607   100 
0.0027788000006694347   0.00024649999977555126   150 
0.006260000001930166   0.0004748999999719672   200 
0.009578299999702722   0.0002525999989302363   300 
0.013528100000257837   0.0002590000003692694   500 
0.033450300001277355   0.00033239999902434647   750 
0.059893199999351054   0.00035660000139614567   1000 
0.2034750000020722   0.00034130000130971894   1800 
0.32620460000180174   0.0004728999992948957   2500 
2.060136500000226   0.0033566999991307966   4000 
0.15064279999933206   0.0024235999990196433   2 
0.004718999996839557   0.0014029999983904418   3 
0.005135300001711585   0.0011668999977700878   5 
0.003986899999290472   0.000910000002477318   7 
0.006514099997730227   0.0013986999983899295   10 
0.005038899998908164   0.0006840000023657922   12 
0.003911200001311954   0.0010118000027432572   15 
0.005416799998783972   0.0015874000018811785   20 
0.010166200001549441   0.0012532000000646804   30 
0.010400200000731274   0.002532000002247514   40 
0.008190500000637257   0.002119900000252528   50 
0.011023999999451917   0.001567100000102073   70 
0.01216519999798038   0.0012745999993057922   100 
0.010010099998908117   0.0013140000010025688   150 
0.015257999999448657   0.0009141999980784021   200 
0.064828700000362   0.0019083000006503426   300 
0.19389809999847785   0.0017666999992798083   500 
0.18963789999907021   0.001459499999327818   750 
0.06863330000123824   0.0002733999972406309   1000 
0.14347619999898598   0.0003466000016487669   1800 
0.2825494999997318   0.00039539999852422625   2500 
0.7655826999980491   0.0005936000015935861   4000 
0.04241439999896102   0.00019889999748556875   2 
0.000632499999483116   0.00018479999926057644   3 
0.0005802000014227815   0.0001717000013741199   5 
0.0007530000002589077   0.00017920000027515925   7 
0.0006136999982118141   0.00017239999942830764   10 
0.0009487999996053986   0.00017330000264337286   12 
0.0009686000012152363   0.00017139999908977188   15 
0.0009018000018841121   0.0001697999978205189   20 
0.001499300000432413   0.0003088999983447138   30 
0.0019597000027715694   0.00042579999717418104   40 
0.001755000001139706   0.0004442999997991137   50 
0.002157800001441501   0.0003102000009675976   70 
0.001232200000231387   0.00017899999875226058   100 
0.001911600000312319   0.00018850000196835026   150 
0.002422000001388369   0.00020360000053187832   200 
0.005557600001338869   0.00025269999969168566   300 
0.01464520000081393   0.0003161999993608333   500 
0.029201800000009825   0.0003178000006300863   750 
0.059077699999761535   0.00028620000011869706   1000 
0.18070219999935944   0.0007709999990765937   1800 
0.3013293000003614   0.0006160000011732336   2500 
1.3581067000013718   0.002378000001044711   4000 
0.15981960000135587   0.0014472000002569985   2 
0.0021646999994118232   0.0013281999999890104   3 
0.0028220000021974556   0.00068710000050487   5 
0.0031715000004624017   0.0007702000002609566   7 
0.002681900001334725   0.0006542999981320463   10 
0.003217699999368051   0.0006697999997413717   12 
0.0055355999975290615   0.0006763000019418541   15 
0.004523499999777414   0.0006794999972044025   20 
0.006201500000315718   0.0011178999993717298   30 
0.008723799997824244   0.0020393999984662514   40 
0.009796199999982491   0.0024833000024955254   50 
0.012387099999614293   0.0018348999983572867   70 
0.029119400001945905   0.0012642000001505949   100 
0.017083499998989282   0.0016566000012971926   150 
0.027895800001715543   0.001301100001001032   200 
0.041729700002179015   0.0013620999998238403   300 
0.4321621999988565   0.0018546999999671243   500 
0.8336466000000655   0.0038152999986778013   750 
0.19723899999735295   0.0005930000006628688   1000 
0.15942319999885513   0.0007069000021147076   1800 
