Tiempo de calculo(s)   Tamaño matriz 
0.012086800001270603     2 
3.739999374374747e-05     3 
3.2500000088475645e-05     5 
4.4399996113497764e-05     7 
4.4699998397845775e-05     10 
9.280000085709617e-05     12 
5.01000031363219e-05     15 
5.6400000175926834e-05     20 
7.529999857069924e-05     30 
0.00018740000086836517     40 
0.000112599998828955     50 
0.0003398000044398941     70 
0.0011126000026706606     100 
0.0006568000026163645     150 
0.0005736999955843203     200 
0.000997399998595938     300 
0.0015409999978146516     500 
0.0033184999992954545     750 
0.006881100001919549     1000 
0.018510699999751523     1800 
0.017601100000320002     2500 
0.032185000003664754     4000 
0.030000799997651484     2 
4.340000305091962e-05     3 
3.1400006264448166e-05     5 
3.360000118846074e-05     7 
3.9999998989515007e-05     10 
9.979999595088884e-05     12 
0.00012419999984558672     15 
6.779999966965988e-05     20 
8.600000001024455e-05     30 
0.00010679999832063913     40 
0.00013100000069243833     50 
0.0003288000007160008     70 
0.0006521000032080337     100 
0.00040389999776380137     150 
0.0005646999998134561     200 
0.001025699995807372     300 
0.0028103000004193746     500 
0.008420500002102926     750 
0.008294899998873007     1000 
0.08825960000103805     1800 
0.06453200000396464     2500 
0.10143619999871589     4000 
0.014369800002896227     2 
4.3499996536411345e-05     3 
3.2500000088475645e-05     5 
3.5599994589574635e-05     7 
4.0400002035312355e-05     10 
5.0000002374872565e-05     12 
6.439999560825527e-05     15 
0.00010879999899771065     20 
0.00016909999976633117     30 
0.00010769999789772555     40 
0.00012479999713832512     50 
0.0001773999974830076     70 
0.0002632999967318028     100 
0.00037119999615242705     150 
0.0007551000016974285     200 
0.0009485999980825     300 
0.0019885000001522712     500 
0.00496009999915259     750 
0.007064500001433771     1000 
0.012715600001683924     1800 
0.018602300006023142     2500 
0.13723339999705786     4000 
0.04297480000241194     2 
0.00015609999536536634     3 
0.000160400006279815     5 
0.0001784999985829927     7 
0.0003552999987732619     10 
0.00041369999962626025     12 
0.0003502000035950914     15 
0.0006281000023591332     20 
0.0008649000010336749     30 
0.0007239000042318366     40 
0.0019126999977743253     50 
0.0010605999996187165     70 
0.002812799997627735     100 
0.00357359999907203     150 
0.004287999996449798     200 
0.005578299998887815     300 
0.009084799996344373     500 
0.006472200002463069     750 
0.00551640000048792     1000 
0.012458400000468828     1800 
0.05557399999815971     2500 
0.06662850000429899     4000 
0.016107999996165745     2 
5.059999966761097e-05     3 
4.230000195093453e-05     5 
4.7400004405062646e-05     7 
5.4899996030144393e-05     10 
6.390000635292381e-05     12 
0.000152900000102818     15 
0.0002119999990100041     20 
0.00028949999978067353     30 
0.0003228999994462356     40 
0.00034579999919515103     50 
0.0003966999938711524     70 
0.00048409999726573005     100 
0.000607900001341477     150 
0.0007602999976370484     200 
0.0033035000014933757     300 
0.010462799997185357     500 
0.023167400002421346     750 
0.017203500006871764     1000 
0.013661699995282106     1800 
0.1306267999971169     2500 
0.052731000003404915     4000 
0.015165800003160257     2 
4.060000355821103e-05     3 
3.0399998649954796e-05     5 
3.410000499570742e-05     7 
4.1200000850949436e-05     10 
0.00018430000636726618     12 
6.0800004575867206e-05     15 
7.040000491542742e-05     20 
0.000207199998840224     30 
0.00022200000239536166     40 
0.00012679999781539664     50 
0.0002793000021483749     70 
0.0005636999994749203     100 
0.0007303000020328909     150 
0.0005285999941406772     200 
0.0012204999948153272     300 
0.001958499997272156     500 
0.004619899998942856     750 
0.007877099997131154     1000 
0.02295090000552591     1800 
0.031149499998718966     2500 
0.08227639999677194     4000 
0.03542860000015935     2 
6.639999628532678e-05     3 
6.459999713115394e-05     5 
9.879999561235309e-05     7 
0.00031820000003790483     10 
0.00013490000128513202     12 
7.889999687904492e-05     15 
8.769999840296805e-05     20 
0.00010420000035082921     30 
0.00013079999916953966     40 
0.00015339999663410708     50 
0.0002060999977402389     70 
0.0006705999985570088     100 
0.00046829999337205663     150 
0.0013648999956785701     200 
0.002210999999078922     300 
0.00466999999480322     500 
0.0052757000012206845     750 
0.012207200001284946     1000 
0.014900999995006714     1800 
0.02389460000267718     2500 
0.042484500001592096     4000 
0.028859600002761     2 
4.940000508213416e-05     3 
4.099999932805076e-05     5 
4.3000000005122274e-05     7 
0.0001109000004362315     10 
6.0699996538460255e-05     12 
6.900000153109431e-05     15 
0.00013140000373823568     20 
0.00011410000297473744     30 
0.0001303999961237423     40 
0.00015730000450275838     50 
0.0007994000043254346     70 
0.0008000999951036647     100 
0.0005680999965989031     150 
0.0007906000028015114     200 
0.0012126000001444481     300 
0.002135800001269672     500 
0.005951500002993271     750 
0.00938740000128746     1000 
0.014465500004007481     1800 
0.019889900002453942     2500 
0.03522099999827333     4000 
0.01940479999757372     2 
4.3799998820759356e-05     3 
3.2999996619764715e-05     5 
3.819999983534217e-05     7 
4.359999729786068e-05     10 
5.070000042906031e-05     12 
5.9100006183143705e-05     15 
8.679999882588163e-05     20 
0.00010230000043520704     30 
0.0002539999986765906     40 
0.0003415000028326176     50 
0.0004028999974252656     70 
0.0005079999973531812     100 
0.0006465999977081083     150 
0.0008945999943534844     200 
0.004691400004958268     300 
0.00395330000173999     500 
0.0048034999999799766     750 
0.006583399997907691     1000 
0.025514599998132326     1800 
0.018496299999242183     2500 
0.09196679999877233     4000 
0.08593929999915417     2 
0.0001306000049225986     3 
0.00012040000001434237     5 
0.0001157000006060116     7 
0.00014430000010179356     10 
0.00015469999925699085     12 
0.00017500000103609636     15 
0.00021689999994123355     20 
0.00027770000451710075     30 
0.0004293999954825267     40 
0.0010818000009749085     50 
0.0036041999992448837     70 
0.0012244000026839785     100 
0.0033706999965943396     150 
0.0021447000035550445     200 
0.0033163999978569336     300 
0.005132799997227266     500 
0.020901399999274872     750 
0.019318999999086373     1000 
0.012304700001550373     1800 
0.05170669999642996     2500 
0.03465229999710573     4000 
