Tiempo de ensamblaje(s)     Tiempo en calcular(s)     Tamaño matriz 
0.0011925999999959913   0.0002850000000194086   150 
0.001216099999993503   0.0007183000000168249   200 
0.0018498999999962962   0.0006050000000072941   300 
0.0015277999999909753   0.0008583000000044194   500 
0.001309200000008559   0.0007872999999847252   750 
0.00192939999999453   0.0009269999999901302   1000 
0.0013427999999748863   0.001327799999984336   1800 
0.0026193999999861717   0.001843199999996159   2500 
0.0024613999999871794   0.0030021999999974014   4000 
0.0016872999999861804   0.0032320999999910782   4500 
0.0017718999999942753   0.0035933000000056836   5250 
0.0019918000000131997   0.004779500000012149   6700 
0.002221899999995003   0.007203200000020615   10000 
0.009482399999996005   0.03626259999998638   50000 
0.021149500000007038   0.0976357000000121   120000 
0.002644400000008318   0.0012419999999906395   2 
0.0015453999999976986   0.0011884999999836054   3 
0.0021422000000086427   0.0005571000000088588   5 
0.0011412000000063927   0.00016379999999571737   7 
0.001094700000010107   0.0001431999999965683   10 
0.0012162000000159878   0.0004914999999812153   12 
0.0014148000000204775   0.00018640000001823864   15 
0.0010811999999873478   0.00016120000000796608   20 
0.0010900000000049204   0.00018159999999056708   30 
0.0010921999999879972   0.00016339999999104293   40 
0.0010817999999801486   0.00020609999998555395   50 
0.0010486000000184958   0.0001910999999950036   70 
0.001130799999998544   0.0002676999999948748   100 
0.0012248000000170123   0.00028290000000197324   150 
0.0011915000000044529   0.0003004000000146334   200 
0.0025364999999908378   0.00036779999999225765   300 
0.0012633000000050743   0.00047249999997234227   500 
0.0015155999999763026   0.0007950000000107593   750 
0.0015148999999894386   0.0009404999999844676   1000 
0.0014569999999878291   0.0014170999999976175   1800 
0.0015526999999906366   0.0021806000000026415   2500 
0.0019220000000075288   0.003952200000014727   4000 
0.001690400000001091   0.004001700000003439   4500 
0.0025851000000045588   0.003600099999999884   5250 
0.0021178999999733605   0.004733699999974306   6700 
0.0024277999999924305   0.007382900000010295   10000 
0.009827400000006037   0.03749899999999684   50000 
0.02481370000000993   0.0927487999999812   120000 
0.0031156999999950585   0.0008615999999790347   2 
0.001452699999987317   0.0004538000000025022   3 
0.0017380999999829783   0.00015669999999090578   5 
0.0012979999999913616   0.00016120000000796608   7 
0.0013920000000098298   0.0006891999999822929   10 
0.0010831999999822983   0.00015819999998711864   12 
0.0019117000000221651   0.00016650000000595355   15 
0.0011036999999873842   0.00016139999999609245   20 
0.0012663999999915632   0.0003552999999953954   30 
0.002906600000017079   0.00024579999998763924   40 
0.002555699999987837   0.0004616000000225995   50 
0.0023569999999892843   0.00028810000000589753   70 
0.002526799999998275   0.000325299999985873   100 
0.002628200000003744   0.00030899999998723615   150 
0.002087299999999459   0.0005606999999940854   200 
0.0015750000000025466   0.0003470000000049822   300 
0.0012326000000086879   0.0007344999999929769   500 
0.0025411999999960244   0.0007667999999796393   750 
0.0013082999999767253   0.0008725999999796841   1000 
0.002583600000008346   0.0015644000000065716   1800 
0.0029335000000116906   0.001985399999995252   2500 
0.0025766999999916607   0.0030457999999953245   4000 
0.0033071000000006734   0.003371499999985872   4500 
0.002410400000002255   0.0037802999999883014   5250 
0.002459499999986292   0.005335500000001048   6700 
0.003120099999989634   0.010282300000000077   10000 
0.010599700000000212   0.04441650000001118   50000 
0.02493069999999875   0.1257616999999982   120000 
0.0039061999999887576   0.0005865999999912219   2 
0.0018006999999897744   0.00021499999999718966   3 
0.0019250999999940177   0.0013691999999991822   5 
0.0017507000000023254   0.00024239999999053907   7 
0.0018000999999969736   0.0002300999999818032   10 
0.001973099999986516   0.0010693999999773496   12 
0.0017497000000048502   0.00023050000001489934   15 
0.0017991999999935615   0.0002665000000092732   20 
0.0017911999999853379   0.001073400000024094   30 
0.0017634000000157357   0.00029630000000224754   40 
0.0018450999999970463   0.00026939999997921404   50 
0.0018220000000042091   0.0003465000000062446   70 
0.0011211000000059812   0.00021900000001551234   100 
0.0010696000000223194   0.00023719999998661478   150 
0.0012115000000108012   0.00023980000000278778   200 
0.001301699999999073   0.0006063000000153806   300 
0.001855599999998958   0.0012157999999828917   500 
0.0014285999999970045   0.0007789000000002488   750 
0.0013342000000022836   0.0008084999999766751   1000 
0.0017849999999839383   0.0015287999999884505   1800 
0.0015178000000162228   0.002234999999984666   2500 
0.0018381000000147196   0.002841900000021269   4000 
0.0017491000000120493   0.0036998999999866555   4500 
0.0017503000000260727   0.0037705000000016753   5250 
0.0019119000000102915   0.006052900000014461   6700 
0.0022004000000208634   0.007469200000002729   10000 
0.00905649999998559   0.03715090000000032   50000 
0.022360899999995354   0.09009560000001215   120000 
0.0023184999999728007   0.0004588000000183001   2 
0.0011129000000096312   0.00012039999998592066   3 
0.0010928000000092197   0.00012100000000714317   5 
0.0012502000000154112   0.00022719999998344065   7 
0.0011341999999956442   0.00013340000000994223   10 
0.001073200000007546   0.00016209999998295643   12 
0.0011144999999999072   0.00015709999999558022   15 
0.0011342999999897074   0.0001590999999905307   20 
0.0013586000000032072   0.0007331000000192489   30 
0.0011427000000026055   0.0009539000000131637   40 
0.0013817999999901076   0.00021999999998456587   50 
0.0012686000000030617   0.00020169999999097854   70 
0.00111030000002188   0.00023240000001578665   100 
0.0016315000000020063   0.0003263999999774114   150 
0.0010889999999790234   0.00024179999999773827   200 
0.0024389000000155647   0.0003056000000185577   300 
0.001186000000018339   0.0004955999999936012   500 
0.0012461000000030253   0.0007224000000007891   750 
0.0016586000000131662   0.0008971000000030926   1000 
0.0019319999999822812   0.0014030000000104792   1800 
0.0024269999999830816   0.0022941000000002987   2500 
0.002333900000024869   0.0029048000000102547   4000 
0.00219469999998978   0.0032553000000064003   4500 
0.0021845999999925425   0.0037400999999874784   5250 
0.0019400000000189266   0.004524800000012874   6700 
0.0022320999999863034   0.006956600000023627   10000 
0.009833499999984952   0.03621480000001043   50000 
0.021537699999981896   0.08596959999999854   120000 
0.0024261000000080912   0.0003834999999980937   2 
0.0012337000000002263   0.0001252999999792337   3 
0.001041899999989937   0.00011980000002154156   5 
0.0010555000000067594   0.0003753000000017437   7 
0.0011106999999981326   0.0007957999999916865   10 
0.0010357999999826006   0.00013280000001714143   12 
0.0012155999999947653   0.000414300000016965   15 
0.0011460999999997057   0.0006073000000128559   20 
0.0019403000000011161   0.00043249999998806743   30 
0.0012318999999934022   0.0003266000000223812   40 
0.0010841999999797736   0.0008020000000215077   50 
0.001064200000001847   0.00017669999999725405   70 
0.0012299999999925149   0.00026159999998753847   100 
0.0011660000000119908   0.0002545000000111486   150 
0.001165299999996705   0.0002530000000149357   200 
0.0012026999999932286   0.0008171000000061213   300 
0.0012038000000131888   0.00046690000002058696   500 
0.0012922000000230582   0.0009907999999825279   750 
0.0021025000000065575   0.0008568000000082066   1000 
0.0020244000000104734   0.0013366999999959717   1800 
0.0020959999999945467   0.0021820999999988544   2500 
0.0024419000000079905   0.0031084999999961838   4000 
0.0017946000000108597   0.0030877000000089083   4500 
0.001909799999992856   0.003751300000004676   5250 
0.0019963999999959015   0.004568199999994249   6700 
0.0023352000000045336   0.007259700000020075   10000 
0.010100699999981089   0.04230649999999514   50000 
0.021294600000004493   0.09544319999997697   120000 
0.002557999999993399   0.0006132000000036442   2 
0.001101099999999633   0.0007645000000024993   3 
0.0010765000000105829   0.00011960000000499349   5 
0.0011805999999978667   0.0001527000000010048   7 
0.001051799999999048   0.00016759999999749198   10 
0.001023900000006961   0.00014600000000086766   12 
0.0010167000000080861   0.0001343000000133543   15 
0.0011167000000114058   0.00015710000002400193   20 
0.0010520999999812375   0.0001452000000199405   30 
0.0010147000000131357   0.00015519999999469292   40 
0.001081400000003896   0.0008090999999978976   50 
0.0012961999999845375   0.000720599999993965   70 
0.0013060999999936485   0.0007072000000221124   100 
0.0011642999999992298   0.0002505000000212476   150 
0.0010963999999944463   0.0002460999999982505   200 
0.0013556000000107815   0.0003113999999868611   300 
0.0011366999999893324   0.0004914000000155738   500 
0.0017727999999976873   0.0007746000000281583   750 
0.0012825000000020736   0.0008495000000152686   1000 
0.002555599999993774   0.0013579000000163433   1800 
0.0014888999999982389   0.0021206000000120184   2500 
0.0018772000000240041   0.002863899999994146   4000 
0.0025009000000011383   0.003094599999997172   4500 
0.002752200000003313   0.0038634000000001834   5250 
0.0026160000000174932   0.0049796000000128515   6700 
0.003355899999974099   0.007392299999992247   10000 
0.009928999999999633   0.05391849999998044   50000 
0.02909200000001988   0.10688519999999357   120000 
0.0030228999999906137   0.000586100000020906   2 
0.0011370999999940068   0.00047789999999281463   3 
0.0010669999999777247   0.0007069000000115011   5 
0.0010747000000037588   0.0001289999999869451   7 
0.0011116999999956079   0.00020480000000588916   10 
0.00112190000001533   0.00015239999999039355   12 
0.0010276000000146723   0.00013500000000021828   15 
0.0011820000000000164   0.0008011000000180957   20 
0.001054299999992736   0.0007926000000111344   30 
0.0011556999999982054   0.0006917999999984659   40 
0.0010446999999942364   0.0001999999999782176   50 
0.001247299999988627   0.00017720000002441338   70 
0.001067500000004884   0.00024210000000834953   100 
0.0010701999999866985   0.00023640000000568762   150 
0.0011580999999978303   0.00025210000001152366   200 
0.0011168999999995322   0.0002980000000150085   300 
0.0016038999999921089   0.0007250000000169621   500 
0.0012633000000050743   0.0007664000000033866   750 
0.0018284000000221567   0.0008459000000016204   1000 
0.0022553999999956886   0.0013586999999972704   1800 
0.0019918000000131997   0.0021234999999819593   2500 
0.0022292000000163625   0.002963300000004665   4000 
0.0017196999999953277   0.0031328000000030443   4500 
0.001979599999998527   0.0036810000000002674   5250 
0.0019087999999953809   0.004979100000014114   6700 
0.002310899999997673   0.007045499999975391   10000 
0.009928200000018705   0.03631269999999631   50000 
0.02136689999997543   0.08837310000001253   120000 
