Tiempo en inversión(s)      Memoria(bytes)       Tamaño matriz 
0.000310799998260336   3600   15 
0.00025290000121458434   6400   20 
0.0004112999995413702   14400   30 
0.000623800002358621   25600   40 
0.0008844000003591646   40000   50 
0.0015382999990833923   78400   70 
0.0017670000015641563   160000   100 
0.0033791999994718935   360000   150 
0.004683399998612003   640000   200 
0.00974819999828469   1440000   300 
0.0359336000001349   4000000   500 
0.11315259999901173   9000000   750 
0.2273650000024645   16000000   1000 
1.6141311000028509   51840000   1800 
3.14740719999827   100000000   2500 
10.122885299999325   256000000   4000 
0.031843999997363426   64   2 
0.0003878999996231869   144   3 
0.00029370000265771523   400   5 
0.0003102000009675976   784   7 
0.0002978000011353288   1600   10 
0.00030360000164364465   2304   12 
0.00029910000012023374   3600   15 
0.00024090000079013407   6400   20 
0.0002764999990176875   14400   30 
0.0005000999990443233   25600   40 
0.000880300001881551   40000   50 
0.0011845999979414046   78400   70 
0.001507000000856351   160000   100 
0.0024259999991045333   360000   150 
0.0036913000003551133   640000   200 
0.010269899998093024   1440000   300 
0.04022400000030757   4000000   500 
0.11248200000045472   9000000   750 
0.2168796999976621   16000000   1000 
1.6746099999982107   51840000   1800 
2.5077315000016824   100000000   2500 
10.0720459999975   256000000   4000 
0.019574300000385847   64   2 
0.0002117000003636349   144   3 
0.00017610000213608146   400   5 
0.00013799999942420982   784   7 
0.00026360000265412964   1600   10 
0.0003036999987671152   2304   12 
0.0002925000007962808   3600   15 
0.0003157999999530148   6400   20 
0.00027969999791821465   14400   30 
0.0006020000000717118   25600   40 
0.001074499999958789   40000   50 
0.001568399999086978   78400   70 
0.0015676999973948114   160000   100 
0.003090999998676125   360000   150 
0.003732000001036795   640000   200 
0.009884500002954155   1440000   300 
0.035925500000303145   4000000   500 
0.1117011000023922   9000000   750 
0.22380119999797898   16000000   1000 
0.9423673999990569   51840000   1800 
3.380562499998632   100000000   2500 
10.182342799998878   256000000   4000 
