Tiempo en inversión(s)      Memoria(bytes)       Tamaño matriz 
0.0004948999994667247   1350   15 
0.0005693000020983163   2400   20 
0.0006986999978835229   5400   30 
0.0027110999981232453   9600   40 
0.0019408000007388182   15000   50 
0.0028954000008525327   29400   70 
0.003452000000834232   60000   100 
0.0057613999997556675   135000   150 
0.00996080000186339   240000   200 
0.02857379999841214   540000   300 
0.06807200000184821   1500000   500 
0.17796430000089458   3375000   750 
0.325407999996969   6000000   1000 
0.4601559000002453   19440000   1800 
1.060151899997436   37500000   2500 
6.210025399999722   96000000   4000 
0.04861929999970016   24   2 
0.0009213999983330723   54   3 
0.0009525000023131724   150   5 
0.0009588000029907562   294   7 
0.001990999997360632   600   10 
0.0009522000000288244   864   12 
0.000600500003201887   1350   15 
0.0013561999985540751   2400   20 
0.001974099999642931   5400   30 
0.0024455999991914723   9600   40 
0.0031601000009686686   15000   50 
0.004361399998742854   29400   70 
0.007347200000367593   60000   100 
0.007029300002614036   135000   150 
0.01342329999897629   240000   200 
0.02598980000038864   540000   300 
0.06112629999915953   1500000   500 
0.2042652000018279   3375000   750 
0.37210029999914696   6000000   1000 
1.7722926999995252   19440000   1800 
1.4060439999993832   37500000   2500 
5.488313000001654   96000000   4000 
0.02086090000011609   24   2 
0.0003432000012253411   54   3 
0.0002981999969051685   150   5 
0.0002480000002833549   294   7 
0.00020930000027874485   600   10 
0.00021750000087195076   864   12 
0.00021579999884124845   1350   15 
0.00042359999861218967   2400   20 
0.00043000000005122274   5400   30 
0.0006678999998257495   9600   40 
0.0010249000006297138   15000   50 
0.00145400000110385   29400   70 
0.0015987999977369327   60000   100 
0.0025955999990401324   135000   150 
0.0037712000012106728   240000   200 
0.008988099998532562   540000   300 
0.025580599998647813   1500000   500 
0.0756005000002915   3375000   750 
0.12392199999885634   6000000   1000 
1.162871400003496   19440000   1800 
1.8627894000019296   37500000   2500 
5.088673300000664   96000000   4000 
