Tiempo en inversión(s)      Memoria(bytes)       Tamaño matriz 
0.001224199997523101   3200   20 
0.0012722999999823514   7200   30 
0.0019366999986232258   12800   40 
0.0034398999996483326   20000   50 
0.004659199999878183   39200   70 
0.005714599999919301   80000   100 
0.007355999998253537   180000   150 
0.010929400003078626   320000   200 
0.023629399998753797   720000   300 
0.06896299999789335   2000000   500 
0.17219499999919208   4500000   750 
0.33534599999984493   8000000   1000 
0.7603032000006351   25920000   1800 
1.004572099998768   50000000   2500 
5.67933599999742   128000000   4000 
0.016557300001295516   32   2 
0.0002330999996047467   72   3 
0.00015350000103353523   200   5 
0.00017099999968195334   392   7 
0.00020709999807877466   800   10 
0.00015040000289445743   1152   12 
0.00015189999976428226   1800   15 
0.00020529999892460182   3200   20 
0.00021040000137872994   7200   30 
0.0003419999993639067   12800   40 
0.0008683000014571007   20000   50 
0.0014169999994919635   39200   70 
0.0015591999981552362   80000   100 
0.0021527999997488223   180000   150 
0.0033355000014125835   320000   200 
0.007132099999580532   720000   300 
0.021720400000049267   2000000   500 
0.06530449999991106   4500000   750 
0.11294769999949494   8000000   1000 
0.7150688000001537   25920000   1800 
2.4919374999990396   50000000   2500 
5.159470100003091   128000000   4000 
0.013090600001305575   32   2 
0.00019600000086938962   72   3 
0.00012090000018361025   200   5 
0.00012760000026901253   392   7 
0.0001230000016221311   800   10 
0.0002948000001197215   1152   12 
0.00029659999927389435   1800   15 
0.00031520000266027637   3200   20 
0.0003546999978425447   7200   30 
0.000456600002507912   12800   40 
0.0008228000006056391   20000   50 
0.0010179000018979423   39200   70 
0.0014605000033043325   80000   100 
0.0021009000010963064   180000   150 
0.002885599998990074   320000   200 
0.010417900000902591   720000   300 
0.01929810000001453   2000000   500 
0.056200999999418855   4500000   750 
0.10807430000204477   8000000   1000 
0.5034228999975312   25920000   1800 
1.101872999999614   50000000   2500 
6.504206900001009   128000000   4000 
0.05936880000081146   32   2 
0.0009599000004527625   72   3 
0.0005913999993936159   200   5 
0.0005224000015005004   392   7 
0.0009927999999490567   800   10 
0.000499999998282874   1152   12 
0.0009714999978314154   1800   15 
0.0006076999998185784   3200   20 
0.0009027000014611986   7200   30 
0.0018939999972644728   12800   40 
0.0029291999999259133   20000   50 
0.005454999998619314   39200   70 
0.0064149000027100556   80000   100 
0.00865920000069309   180000   150 
0.010468200001923833   320000   200 
0.021594100002403138   720000   300 
0.07786599999963073   2000000   500 
0.17659909999929368   4500000   750 
0.341233099999954   8000000   1000 
0.8738193999997748   25920000   1800 
1.0804987999981677   50000000   2500 
5.531392799999594   128000000   4000 
0.011063900001317961   32   2 
0.00022170000011101365   72   3 
0.00014519999967887998   200   5 
0.0001416000013705343   392   7 
0.00029969999741297215   800   10 
0.00037900000097579323   1152   12 
0.00021799999740323983   1800   15 
0.00041960000089602545   3200   20 
0.0003832000002148561   7200   30 
0.0006556000007549301   12800   40 
0.0009403000003658235   20000   50 
0.001641299997572787   39200   70 
0.0018968000003951602   80000   100 
0.002495100001397077   180000   150 
0.0029966000001877546   320000   200 
0.009100799998122966   720000   300 
0.024548800000047777   2000000   500 
0.0639476000033028   4500000   750 
0.12541609999971115   8000000   1000 
0.7781515000024228   25920000   1800 
2.883035099999688   50000000   2500 
6.264595600001485   128000000   4000 
0.01265630000125384   32   2 
0.00023470000087399967   72   3 
0.0001463999979023356   200   5 
0.00014830000145593658   392   7 
0.00015139999959501438   800   10 
0.00019299999985378236   1152   12 
0.00014790000204811804   1800   15 
0.0003322000011394266   3200   20 
0.0004103999999642838   7200   30 
0.0006220999966899399   12800   40 
0.0008921000007831026   20000   50 
0.0013887999994040001   39200   70 
0.0015906999979051761   80000   100 
0.0021919999999227002   180000   150 
0.002787099998386111   320000   200 
0.007241399998747511   720000   300 
0.023453300000255695   2000000   500 
0.07165549999990617   4500000   750 
0.13130509999973583   8000000   1000 
0.9076037000013457   25920000   1800 
3.2228914000006625   50000000   2500 
5.834511699998984   128000000   4000 
0.01557400000092457   32   2 
0.0005393999999796506   72   3 
0.00032780000037746504   200   5 
0.00046300000030896626   392   7 
0.0003065999990212731   800   10 
0.00029680000079679303   1152   12 
0.0002853999976650812   1800   15 
0.000323799999023322   3200   20 
0.00034420000156387687   7200   30 
0.0004617000013240613   12800   40 
0.0008531000021321233   20000   50 
0.0011211999990337063   39200   70 
0.001446300000679912   80000   100 
0.002302199998666765   180000   150 
0.0034873000004154164   320000   200 
0.008073400000284892   720000   300 
0.021759700000984594   2000000   500 
0.06742399999711779   4500000   750 
0.12072489999991376   8000000   1000 
0.7874467000001459   25920000   1800 
2.264529099997162   50000000   2500 
5.154423500000121   128000000   4000 
